,voter,vote,weight
3184,osmo1sqe7tld7g26al9t4plqxg9fqzjtq3s4vuwulqh,ABSTAIN,106001521
3185,osmo1sqm0rm2w52lg07g0v9kynt6zqqghlfvuddene9,NO,280000000
3186,osmo1sq7fg802mnl7uhgjv5jrcym8rag3uyr74t2czk,YES,292422541
3187,osmo1spq8qzxns9asz64azsu2pt37pv8dqj4r63cxwz,YES,1000000000
3188,osmo1spd96ydczza25aa3fpcp3cvehk3nl657c7utty,YES,0
3189,osmo1spszmrzq0l2qn6uze8uaagqt7dk72ccvxz4lng,YES,477258326
3190,osmo1spktc4nyexjsg25c86400742cdeulexgcq4xr2,VETO,1360119615
3191,osmo1szrvjjezqddzftmlkfg6uv4ytf8yuz3ewekhfv,YES,301091
3192,osmo1szy88ry96cnedgeykhk3rq2hv6la80ktw9y7d6,YES,12000000
3193,osmo1szy042tmndtta94vxmk2kgyg9s7gwt0cj766zk,YES,112983969
3194,osmo1sz8t9sm3pwgeqdfkzm4jgwlkuqjaud0f2ym2kn,YES,55494507
3195,osmo1sz8sf35lga9uj37l948rrgze7r5c58n3eqmvsm,ABSTAIN,0
3196,osmo1sztkmw500fllurt40svw34lkj74yf7ewe80fqx,YES,78817576
3197,osmo1szdnf76c7v5w84ckl3up52jkun50a4ak5pv9p2,YES,5000000
3198,osmo1szmqsu3rndntlh6fgkknc8hgzg0cazgfv5c807,YES,0
3199,osmo1sz7l0cnaevtftjhn53e26sgypkkmq5grv34nkg,YES,101966962
3200,osmo1srg9ra2dlhvc4g84fd94pvwc9tt9yw3vd7vwwq,YES,344060000
3201,osmo1srv36t5qwxuh2raarp8ynd6qs7t0he4ldyc3zv,YES,632264854
3202,osmo1sr0lw3rnl4u3zz7hxrek0pp26hjhapectw75jq,YES,668923328
3203,osmo1srhk9r2zy5pmff4jj0c5ctzt8j6y2l5xe7n4a5,YES,0
3204,osmo1srcgdap06pw4afngm6hmzwwjrknwf24kj8j3yp,YES,0
3205,osmo1srls4g4vt7dwyv7yexlnd64gz5den3wl7lkapx,NO,130000000
3206,osmo1syvzm9x5fdmkxckmg49ugvzxtp4skcwe0q78py,YES,0
3207,osmo1syv0r38yy662uz6yqhwpywm6hg0vzuer3q0xxk,YES,33000000
3208,osmo1sywqmssxxgvw5544effpqw6mn9xzdn3cq2r4xw,YES,405000000
3209,osmo1synyl86cpvgdulaema06q0fpgyyl6dhfgjvcfk,YES,100000000
3210,osmo1sykl3xznhq07huhqnk69yz437dvmgemgmadkh3,YES,88558108
3211,osmo1syutx44k3e6lludeu4ck0gfvemm7y0ukhwq02s,YES,8007500000
3212,osmo1s9zh4k9w4x4rck4r0swsnus3qjwnw7m3z3d8xm,YES,0
3213,osmo1s99j7sfc7uw4s8kmu0cdcq9xj7gxzj0qlls5cr,ABSTAIN,0
3214,osmo1s99kpxavmcwmj0mpy0nvvpcjr7mr390eh7k4pd,YES,10000000
3215,osmo1s9xp57kdmu7t54m7uf4wc4rx5hd5dwjxpvm882,YES,2583816662
3216,osmo1s98qx5v77d3n4zzpzrd4vuk9pw6axzeeq8a7k9,YES,1325000000
3217,osmo1s98yu0hjq48xjpcktp005egcp6z2hqsn2cuwp4,ABSTAIN,7313554
3218,osmo1s94dk7kt0ln63cfaec4hyxxrpkku2g4wzlsnl9,NO,40000000
3219,osmo1s9hnn9p5ap80x9374mq38rxua7ruxqxtws4s9l,YES,17727469235
3220,osmo1s9e5f49ynl664ny45cuckyhyvcx5hyajd89qz3,NO,120530165
3221,osmo1s9emke67f8ttpn8jmhlp7j72pqld6my8zek067,YES,4564234617
3222,osmo1s96g3ze9f58ykr90pxd70swq0xu5x2lh9em2d4,YES,3024698
3223,osmo1s97cy0v0cj6yheqq7nf60f5f5spyla2p2tuwd4,NO,283417398
3224,osmo1sxzu0vz0j5hs86sycdgljepgg88u3y7rh4vdxg,YES,203367849
3225,osmo1sx0m0es9s6vw635t9prnjgpl7pjdts7fvd5w0y,YES,157009825
3226,osmo1sxkctwt6445s7rq0msqdtv8a4hlddjcymwtzmh,YES,2386211
3227,osmo1sxug4mcc8m9rpx2l3ygy4lpruk2khr5c5wcgv8,YES,9517107790
3228,osmo1s8ppz6x0guf70r520qcc6s4u8scmqwfurernyy,VETO,55800000
3229,osmo1s8gv6d23q3p68caf5szyaw5jx2gwaatszgdham,YES,10210567
3230,osmo1s8ftvy9crkta5yxr3vh98qkkn23u644akdqsae,NO,288467355
3231,osmo1s8ckq05j4rajas49s9ca3z4jq65s6ms6yjmt80,NO,12792722
3232,osmo1s8chvp489y7nfdp8cfk9z7kwfdxsnx3tl6ej7v,YES,114067473
3233,osmo1sg93ax5v54hmhefcnkfcal5saqk58q7v3mjq8u,YES,305513448
3234,osmo1sg8r7u5ddqkpha7qv52c6lu82ude88lyf2re46,YES,3517540741
3235,osmo1sgtkl53fvgjnscahnpknaf6dxxe6cutvgem46m,YES,4717600000
3236,osmo1sgvgwf0cd47ft6qlue0u8jvd3sc6xmkprt3qeh,YES,582338621
3237,osmo1sg5eclxk9svey869xgz5etfpa9jnhrfh3yuplg,YES,2000000000
3238,osmo1sghqztvgjv3ug6ltpvvwwyhpt35u7hu8cvqaft,YES,417600000
3239,osmo1sf3c52je20nlsjdv52e0z5lazhq0qfdwfahzfp,YES,720000000
3240,osmo1sf36k8ejcmegukzprmm776kmke483xzl8q8a76,YES,21094482
3241,osmo1sfc34ujkys84eeqmegm7lle955y3edytg0dcmj,YES,400000000
3242,osmo1sfecgc5rsddpgz9v2drajqdv8vsl69wk0mqjsz,YES,4200948616
3243,osmo1s2qslv6garwnuqgjdg8faxghuwu32en4z99nxf,NO,3000000000
3244,osmo1s2pttlj4me27hwksjzcegl7y8g8t0mhyut2rrc,VETO,1010000
3245,osmo1s29ee76u3s9rpscgmcvpacdh2p7x8af3q6wp2u,YES,792868131
3246,osmo1s2g5pe23expcs7n520w50ukprjtrefj8jwz76v,NO,105100000
3247,osmo1s2flw3lmx2q3gvaclnqgl68lk8st5duhvzl86w,YES,22543556
3248,osmo1s2wxn3kp0sfj5z3dhampxsvk95ers7v04ekpyd,NO,859387785
3249,osmo1s2kesg2z30v740jhrgk00zmwqd2pnleex0q5g5,YES,20966000
3250,osmo1s2a7rckcky6jmhncxwy0xtwf2ymg87puaj4z2h,YES,2990000000
3251,osmo1st9p6nhdef0sf2se74ghvejsz5a86ntg5qzgx0,YES,1700000
3252,osmo1st9y369mkl6ymwftzyms60s9j8l9243433g4ne,YES,2932558700
3253,osmo1st3sel4cf3sm5l8xejlxy60fyvcz5c5wr96hxz,YES,170000000
3254,osmo1sth54fwpxfgqmssk9mwwsesqjjggkwqt5lde50,YES,36540000
3255,osmo1sth60335m33ul0jcsfpfyztd3hsq2endt54fjd,YES,43880000
3256,osmo1sv9fqr3lz6fhn5csjy5v2ydmqwhd7ld7ljetqe,YES,122139596
3257,osmo1svgrg5gztq5a5643vr4wuy0q22gugeqnree6xl,YES,10002000000
3258,osmo1svgajsw2sedkp984mnfwpcq04pvs7dts8lm058,YES,11000000000
3259,osmo1svfpddvanq0p4ejp0v9myxt5zrfy6mdy64f8cs,YES,1264000000
3260,osmo1svfxve6escddnw0xzzf7yrv964hgsjrrf6kqpr,NO,1400900000
3261,osmo1sv2ymu68zq2jrrrtcvxph6hwv68cxd3mutvnwt,ABSTAIN,232272326
3262,osmo1svtgzqtm3hkhwypacg0dx6ycgmkd6eff32hzdm,NO,116962841
3263,osmo1svd895fup5hqxlgttjrx428dswhlayh3yk5grk,YES,7000880000
3264,osmo1svdew4ylxaczyhs47hv0ywuqf4gcxpzcjcu46c,YES,1660000000
3265,osmo1svclkt2hdrqc4dtcfk6xevv6dgtcllgr3hf3s4,YES,1000000
3266,osmo1sdptpxtu0v3uqp7tzk6n7yue2yqf0lf6shykkx,YES,147400000
3267,osmo1sdf80g92at333j0r3hfh3ksuqgpg4f07v3ea34,YES,12600000000
3268,osmo1sd2hkpjqevmqva6jvsrrc52kmdshplgygh2e9k,NO,79306390000
3269,osmo1sdv7a5545pne0n9x7h4juhhrzqcqu2dsqgnfcm,YES,40494531
3270,osmo1sdjxq69csa974n347jljqc09l2hw2srercsdzj,VETO,185862442
3271,osmo1sden50zchglkjcej52s2lnpyst7nkqxt2p5q9j,YES,10000
3272,osmo1sdl5hghj6yxaqmywlcxwe9lsnvra0lwpg8ek80,YES,760000000
3273,osmo1swqcn946mvgvfpup84msgjs96kx6yejfc8flx5,YES,250000000
3274,osmo1swxrvqjycece2zg6475rhaz3k4mr3smfk02twr,YES,1000000000
3275,osmo1swxvm2qp0l2rmcnq7fqk0hdkww982n8flu7zt0,NO,11749661
3276,osmo1swty9y3wshvcja3rzax3cgpmtqyz3plzrh247j,YES,527241865
3277,osmo1swj9w30e8lzc5uxewe83nkun9305r0628ehxvu,YES,0
3278,osmo1sw5nf066h0zk07pv4lskcug9cvldj0yna87pxq,YES,39664964
3279,osmo1s08hk6wlp8eu0wl4v9pvkwkx8azjfd89rlx036,YES,1650857500
3280,osmo1s0d9jvugwshucezw5r7uutw62dvj654ylegmhm,ABSTAIN,1384500000
3281,osmo1sst5qml7555klggaykm5edjs96k6ec63yucpgz,YES,1155000000
3282,osmo1sstmczlshr7p3mytppcek2celayh54fq6llmjl,YES,1370000000
3283,osmo1ss4z8x8e33ghvkmswc00y9er2scfyt9ngfkakl,NO,5978070029
3284,osmo1ss4sx2ggtmr5wdtx8f38fllgzlegnckxtlhuse,YES,30000
3285,osmo1ss62x9zf2a0wp2yzkvn3cj5mt0t9rlnqsf4s5m,YES,60169133
3286,osmo1ssmeg0jhyr57kwjlt508lgz8jeqsfx85qfwcyp,YES,1247000000
3287,osmo1s3r4gl9jhg2cya53upapye76nl64q5ewnxkzgd,YES,113000000
3288,osmo1s3y5g0nctfv6zvlwnw45gtk222x3ya2p64dd6x,NO,230000000
3289,osmo1s3xq4zq7w3tl2knr9c2demg3v00zwnzecsg88j,YES,30000000
3290,osmo1s38sxqxdhc4r2vxk039zwjufeezvcr4wkcdncm,NO,506000000
3291,osmo1s3df99cw5yj9ccd7y5styfj907rpygkkxgc433,ABSTAIN,183214580
3292,osmo1s3sgg876ftpv3vqpjagfumd989erwmlhq6jwwt,YES,2755000672
3293,osmo1s33zct2zhhaf60x4a90cpe9yquw99jj0usrvs9,YES,11655000000
3294,osmo1s33h2tfauzsvdapd2uavlvufpgpjaguazckegf,YES,31610000
3295,osmo1s3ensgdtmnmp8e54vlh82nhfj0glzfvxm5nnet,YES,133300000000
3296,osmo1sjzvlcndzmf78g5m9sdmwauxuf223aduqauvm6,YES,56058024
3297,osmo1sjryw2jwv4pv3clv6xr4u8prh4u9we34hq98ty,YES,1365000000
3298,osmo1sj82ueszwaf7qslrh7p52zmfrjd2g550jazaqg,NO,7540833
3299,osmo1sj8juva0wc44n5f0t0vurzcr5ta9l6f244232g,NO,1702000000
3300,osmo1sjf3j4t7mkc2vm49kgwy9nx664hrq7lkhp2k5r,ABSTAIN,650470
3301,osmo1sj06h0zxym60w88y708vv4twfecl5n57u763me,YES,34714279
3302,osmo1sj5tltcsnnc0wakjmzu5wuu79u9e8ez77grm3a,YES,511761
3303,osmo1sj4cvxylw858myduumtvfdxnqvgq6xu7cfl8zg,ABSTAIN,23729782
3304,osmo1sjk87unqcql73x2tzw3aetjzkp35ushca68mch,VETO,281000000
3305,osmo1sj7u5yg2y96v8y6y4edq0jqvymy6f8z2d68ngg,NO,72377717
3306,osmo1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u8slkgw,ABSTAIN,6000000
3307,osmo1snze5ng0fujr7mz09u6gd23stm3y8xmcd0c74z,YES,79106275
3308,osmo1snf4g5f3mh5xp78jkcvxlwn056qwlted0rgsjh,YES,3403040387
3309,osmo1snfk76yqeg9gcsjnk6gxqzhf29xz7pzq3htq3v,YES,532000000
3310,osmo1snvsuzfsd2ssav5cgrrgmde6srlfqk20d09ppy,YES,25200000
3311,osmo1snv4ss0rxc8jl9aq3gktkkgy7hc7unzr06jrvz,NO,344691283
3312,osmo1snv7zn877y5tsrn5eaj9799fu8pelsl9sddy8u,YES,3558924050
3313,osmo1snezfskvsvdav5z9rsg5pgdrwnrg77kfahfcmv,NO,246719200
3314,osmo1snexgprgep5m29pvsr5m8q632yfyhn5npjqnkz,YES,281000000
3315,osmo1snehd2xaf954suppcqdkduzlqm705y6vt3xmev,NO,1773741
3316,osmo1snapscvuhmlydn897guqfty5ausvy0dq8edrg5,ABSTAIN,0
3317,osmo1snl8ch7qslmyth65ttmzpg83fhwuyej0lhrd7h,ABSTAIN,100000
3318,osmo1s5r0rfzmtuk9jla3uz6wt5rsw8fcm9plgpjz54,ABSTAIN,148485643
3319,osmo1s5x857d4xyawvxdctte24kkmeqxp68arhpu8jm,YES,3324862304
3320,osmo1s5f9ezcqj6euemwxt2d66cefj2yrl76gxflqsu,YES,2500000000
3321,osmo1s5f5wzwhyhps56hkrjcqjs4tqcc7z2j8lnq6ng,YES,0
3322,osmo1s5dtu5pywamqc9kuxu37u9p0xrj4psmjn5wwcg,YES,66805500
3323,osmo1s509h4z7uf9z09ztuz0kezhfry3nt7sq6p3tmm,ABSTAIN,1000000
3324,osmo1s5l57pnek4xdaclqmy9ms6m37fuqexmyezlp9f,YES,3669870128
3325,osmo1s4f823kfjj83ax07lu7p2kng42edp36vrcwk88,YES,67000000
3326,osmo1s4tkwhj46hp9d4p05lymzcg2lrqcvd0k0cy5tg,YES,412000000
3327,osmo1s4jycmhkylkjmvf2amethck67lp26ck3yd8s4c,VETO,11327599
3328,osmo1s4ek793ymr609r9mmfw82e0p063gw8f4vua60g,VETO,10000000000
3329,osmo1s46wg5flkzd9z6k0sgu73nzf3qnqpmwpym7t38,YES,44000000
3330,osmo1s46jmv3c05usk6yk50tyy8axc4t9rglrs2jfhl,ABSTAIN,33000000
3331,osmo1skrva7kmn7g6p0dazzghnxsl0yx2szlxd2ep6m,YES,36308943
3332,osmo1sk95y804nlvtca82hx6yjcxv4p7tnjaeejvzlw,NO,20000000
3333,osmo1sk28ytycqyc76ap5uqf5a60anm6muq0y5s53xv,YES,0
3334,osmo1skd95kfwjy74usjp8f9aahhu9mwqydasa0u9n8,YES,1087000000
3335,osmo1skwgzgtt4t8ncpnflsgdh702wcu2hq40erayzg,NO,529000000
3336,osmo1sk4jngrf0klvpf7703xwul6u5yagj80dn8dvkt,YES,5412400
3337,osmo1skkza5kn9p8dxykd785q64nwr3f778tqtjznme,NO,241485108
3338,osmo1skkh2f8av5vcw9h8s2uxp97ecntz9xc3vxv7eh,YES,0
3339,osmo1shge4uxzklrqwugjf6s24upl73ev0zz6x6r69m,YES,151441961
3340,osmo1sh4zftc4u2wsrnq7sp6gfxfhtgaavphd6q8qcs,YES,100000000
3341,osmo1shkrc8l460v9542rvufqshafzywzsaaql57tda,NO,109748219
3342,osmo1sh68z4m7zjwwce77nm27t23tmew4le76x2e2a2,YES,17360761
3343,osmo1sha6ayu5fdstgpmr237ws2hudunul9uvk70r23,NO,15000000
3344,osmo1scg3j0jua86n2r6wwpwdmhgtqvlzc68lfh28gn,VETO,106610000
3345,osmo1sctfdyct0gfpxd9ws5qdgc27nkww39yaavv2tf,VETO,69003390
3346,osmo1scn3q5728nq9f48uleclsvjqjxhm2x2ru4q4lm,YES,0
3347,osmo1schlndsaauwwdp6glj0upxd459c2q4puzs85tv,YES,16048886
3348,osmo1scexudpadxcmvwlzejdlxpg5023py6xr0uwfjz,NO,156096916
3349,osmo1seq2v0pvfdkscfr3par50qnt9cu4ytw35ye96k,VETO,2416654741
3350,osmo1sepng0uhckszdrkv88pz6acrs6fn8xurdsvpn8,YES,110542185
3351,osmo1sexg35ajngt6hzc7fep8slj5nmsdqz688duhl5,YES,106882419
3352,osmo1sefg4wmpylwtr58un50uquxsr2tdd42ps5cytj,VETO,0
3353,osmo1setz8cwc9f6c26zzg8v488turc004gqdcpj3yj,YES,1988115
3354,osmo1ses4klpgxxkwk30c6xh8p4gvtptdkcy2u6j4qc,YES,11101665
3355,osmo1s6q3fevzl238vwfw9cp63c85n3w7x4u57eaump,YES,216033127
3356,osmo1s6f8hkd7y3u7y44u9wkhjap6j69jtf77cw2c8c,ABSTAIN,2477000000
3357,osmo1s64rmfh0mc2py3fwrjesx7jwdmsherpgz8xwm9,YES,6600000
3358,osmo1s6elekqxskshhe7xppdr56qeeph0xamlaq9hg8,ABSTAIN,1077646631
3359,osmo1s6mkumwctaepfp6758hclxey9h83khuru7a763,NO,2903918
3360,osmo1s67dxfqx2wnhjpd4w27dw9cn734fa4l00vm8nh,YES,18167476
3361,osmo1s675c3g2lpg7cf3eg039tl5r2te59yd882a2n9,NO,591300551
3362,osmo1smqr5tp684g07aekcn0w852wqlme5mn6xnhsvy,NO,4143000000
3363,osmo1smy7dry3kpug82c5l8244crhm66uatr34w3qj6,YES,235000000
3364,osmo1smfzt25ax563c0s2wgmcmt3g67d09t4mae9qh5,NO,4744000000
3365,osmo1smf60j9xr8zahq3cvstuzacpssx202cadu4f28,YES,13000000
3366,osmo1smw3kq29p8lq89uwwhne3qryne02fxrfr4grg2,VETO,17818696
3367,osmo1sm3nt8rk459k8vc8jdj97xzuzwu4cpl4tyytqr,YES,30356465
3368,osmo1sm5auvgvfg432v2ey8xksgeqc3hlkw6gnwhp0p,ABSTAIN,5000000
3369,osmo1smuvz2w8cpejx4c55eug8fxqkvx3rpu56e8qw5,YES,96900000
3370,osmo1sm7lvynpx8dla5jxtgtc7k5x78nxv3fwa76g42,YES,0
3371,osmo1suqkffkxpsm230tp0yw2q99x25uscppkyh7e32,YES,329121528
3372,osmo1sutlskmpmyfszuqumam7qph06j6vuyhxmucf0n,NO,1184590741
3373,osmo1suv9ry9l6daq43jqjy2ce6csg9jy7w5u48geqq,NO,131496034
3374,osmo1suvlzxf5057p5tlu9636ysy02t6v38e2tt42t0,ABSTAIN,1970000000
3375,osmo1sus3spn5wgd47xmtcj6hfecm4uru55ha942yte,YES,2000000000
3376,osmo1su5xcc59tahjql4pl3vgkwh7a8ahgqlgfmy5zz,YES,1571017109
3377,osmo1sukj38d7x2svpw0tklfl0f9xyqfl76jwwfqcws,YES,304000000
3378,osmo1sap4dwfdxu7m4dcawne6tfw889y0cdgjl4duwn,VETO,4146433797
3379,osmo1saz2nvwyr87aqu60qc4gmnfl3s4s0qquaac4sq,NO,1870699
3380,osmo1sa8zep7u3m202rwaq3gxwg5xfv2dsttwdxmsrd,YES,0
3381,osmo1sa8katxc3m75uslse7rlhzae6kmely8xf40z4v,YES,49797432
3382,osmo1sas39w9gqeezwtu3zgywxl2nlrhalslpczszuy,NO,1046902
3383,osmo1sah5fvjft7e60ufwahkv3m73r2uwm6qj4d3sc5,YES,22611000
3384,osmo1s7p8qqe7ucs23nmnld3p746hsk25aujt4rlmjy,YES,146653427
3385,osmo1s75sk7083edus49rlql92tgfvty8t6p9fs9fnk,ABSTAIN,277267
3386,osmo1s75ksdlezxz3e0guwegmkeywjshaefdkxp5c0l,YES,0
3387,osmo1s7kj8q23kkz2jcfuurrdl7d759lw9m58293c7k,VETO,6018988621
3388,osmo1s76974fczj0xn3e0luxx94h43705cpe8c0pdy4,YES,4230719216
3389,osmo1sl2p8yaarmdqf90f8tpffpyl2emt4wwv69ry0x,YES,31078
3390,osmo1sln952qnu885djftlzzkvnqsctcufwt6leg5ak,YES,480191858
3391,osmo1slksud3yr6emzjwlf5hzdr5tqmc7y2pv4huf27,YES,30466716723
3392,osmo1slk5eazmr5jzvzx6k96ductymveyt5ysk7wey6,NO,10000000
3393,osmo1slefmnxwp6wvyftkc53k46l0uscq4zanmw23cp,YES,10000269437
3394,osmo13qzp2svgkke3vkg7lcmh9g8spnuy6g6y098xuh,YES,23058672
3395,osmo13qzfq4t3s8f33v2g65d40muaw74jlyksm3rk2e,ABSTAIN,100023640
3396,osmo13q8ds76ewtndtq9gtlpzgk069jk9lv2g7qwehn,YES,800000000
3397,osmo13qg8wcye68jy2pzxlft33kp6q5u846c2h09zqg,ABSTAIN,14410391
3398,osmo13qwtj862uu4xms49r0jyjcxcjrd4x0twa3mw0v,YES,50000000
3399,osmo13qjzx5rw3lxrxp02prnmdulp8hle728ecnxra5,NO,50594753
3400,osmo13qnk6enxksq9msvfa8yx3ew9n3wzk37emrpnut,VETO,20379951
3401,osmo13ql5gnxtayvzzy9unyjkx3yy6lg693x9g4nyh8,YES,633815844
3402,osmo13qleps37j4tjt20cssyjkjag52xln0masg8xac,YES,12904223
3403,osmo13pw2eflhygv2rll337fze6m24gu04h58we28q2,NO,1944000000
3404,osmo13p5g2xkhg5ynh8a6g7xrmasvq4027j6d8sqxft,YES,195588631
3405,osmo13p5dt20sggkxpj9w0lgenk87tuj8ykz0k9kldj,YES,166000000
3406,osmo13pm8s50mszz92yccm0n45aycq5t53hrhw4wzlf,YES,94000000
3407,osmo13pmsnpk95h4yrhpv35jmzjdwgd3k0lvkez494d,YES,2005015282
3408,osmo13zvrzx4jllv7vyc3e4nfq02qlxjy0z60hq79v0,YES,1709744296
3409,osmo13zs0yntzdswanglzutk89zad74dwc4v8lwc20a,YES,13630310000
3410,osmo13zapm72cg5jm4mrn2ql8h2maxwkvn3y7n47gsa,YES,80000000
3411,osmo13r2txvt3up3xdjskjyxk5fd8j9z8l24ge5c3f7,YES,863700000
3412,osmo13rvluclna0ry970vsjg4dm6x3gav23c64tx7zq,NO,500000085
3413,osmo13rdyt4k9j0500xp6tt7rcm0v0nc3hpg9d4v4mn,YES,137218714
3414,osmo13rcu33arv5y0km3snfs447j32lwxq7a8y3aecg,YES,1328234879
3415,osmo13ra9k6geejpx2yk4jjvvw7e89hvd7y2hmm40ef,NO,512000000
3416,osmo13rahkx54qeaknt3uk7d2a9upetyznf624zhlwe,NO,59232405
3417,osmo13yx8e3lafk5d00ez9cn85ndee2vzuwy24t9kha,YES,33000000
3418,osmo13yvjp2tl4k3ws3zasaazsduaea8r9yd2a60alp,YES,0
3419,osmo13yc4kk6nytl0fzxu74md5s2eg3kguhwt6uf9kg,YES,18014199
3420,osmo13ye4czwvptppx7makqrt578y4tcxg3l2j7rmvm,NO,11000000
3421,osmo139xdnvgnreq95t3ey98kym482ng6lf76z9q7js,ABSTAIN,623308183
3422,osmo139fafdgtswhzw2fqza0wrdy30uw3j7ev9qgm57,NO,194106503
3423,osmo13902fnvpj9dvp8k432694uhngdyk2fknwrvt8y,VETO,1269504
3424,osmo13944048lk3j8kz9q040nus2awvlfwmrvqeaynm,YES,4575933258
3425,osmo1394ha8wq9lmpaew54jyv6nd3a7qw9jcqe588vv,YES,25242923
3426,osmo139hd72ukrxq49hdv8d5dh8efez3lezums0707c,YES,144600000000
3427,osmo139693rjnmregxas99vf537edcw9s7xx6vu6uf3,NO,39774304
3428,osmo139ue9atqqel97rmlymsr6jap3ymthlzjlquguh,YES,5000000
3429,osmo13xswvamh2c9z0x7u40547p5ta6ra5qk7dnh5u3,ABSTAIN,76000000
3430,osmo13xhhckjwxq3v309vjllhql2yjqwpjsxj2wt335,YES,0
3431,osmo13xa73ym290pnsx8t0cr3r02rvfcsysq9cws732,ABSTAIN,15448552
3432,osmo13xl7vfyn0mwrwg27mvcta0cqy7dg3qyyr57js0,ABSTAIN,0
3433,osmo138rx6qvg5g0tnwykreamy9vszmlls5ykjtqttx,ABSTAIN,10912831290
3434,osmo138897rghcgukk8vumm9u2z7q950mwksadl244a,YES,400000000
3435,osmo13802peeka3ccqxedu5hvwhw53tzkevlv2tn6vy,ABSTAIN,1177201156
3436,osmo13873ff4g65jggenv9hu38glt32nmzcxx2zhg7d,NO,27000000
3437,osmo13g9l64wshq72j2rg04k8j5zhfle5sctjyfr4lh,YES,3594755
3438,osmo13g29zxy4a6hf2rvhes290r4m80l80due2shg4g,NO,2202229701
3439,osmo13gvu4z3fne3kj5kfg3ynayexjf7wpt6kfvyjuk,NO,0
3440,osmo13gd97ke6erejqk2p050xkpc63jhtujrevjue5p,NO,7534385
3441,osmo13gdkmtt0pr3kjpczpmspkkryauyhxlxdgyumwd,NO,0
3442,osmo13gjvhglmljamj6rvl5s6klt4e4dr0ukswekqlc,YES,50276769
3443,osmo13g5hp9wveth8dm5f60a4ydq3aknvc3wdzxjj25,YES,1650329233
3444,osmo13gk8r0ra0y4zsn6v2xghx5p6v9fwpuury9cus9,NO,130000000
3445,osmo13gccl8hlxpkwsp2gc57q3kr9jhr8hz6d5mwu6t,YES,32655596
3446,osmo13fq7e69punt6ju05f5wwr39udcmlvrlqkqefej,YES,0
3447,osmo13frwpcsh68tpgl7csujwpq0ckwlfh903svnsk9,ABSTAIN,77406601
3448,osmo13fv8r35rhrxtw5lwqnzy2y7r3wuwfejhvt8wu0,NO,8000000
3449,osmo13fhsk7gts2a5q87dkmlaefwa4a8mqyh4rene4w,YES,840000000
3450,osmo13fu872758wvwj0uq0u8u0pqnfk5qya3avydw0g,YES,0
3451,osmo1329xnrt6y426xuzt4zsw9ccq46d7jkga7379xf,YES,31620659
3452,osmo1323790xwgfyg0qs694s9c5rfzq376vvh3mqncr,YES,629820000
3453,osmo132ufxdddhscavk2zglnd7465wqqlc6rya0pavp,NO,0
3454,osmo132utm0sz7raf9dq4qusvqldppsg835x2nyhv26,ABSTAIN,393077
3455,osmo13tqwj083339hu4m07pum3p0edzvwz0gguc8yd5,YES,100000000
3456,osmo13tqhtr7m67zw0hj7axrw9hap7dfds97rmkw8k7,YES,2627000000
3457,osmo13tjf6v0hng3n9ancklm2xc8qcqv0zluum7v2zd,NO,18900000
3458,osmo13tk45jkxgf7w0nxquup3suwaz2tx483xrsefl7,NO,210000000
3459,osmo13teqcagu64s78u9kzs0nx97p0z2qy6sugnnmlp,YES,102000000
3460,osmo13tupsgg9hats8gz5jelek7re4q60pe09ux6x82,YES,10247483
3461,osmo13ta3ntv36p9hp4vgur872q35eh7s4fh4y2z6l8,NO,400000000
3462,osmo13vyfz40lfclsdk9z2gpurfnvsamufkussk37q7,YES,30000000
3463,osmo13vtg6907g7gta86unrpc3v2s378rt4pgzkk6e5,YES,1412840000
3464,osmo13vwzpmmada8aangxtjyfschf04fh7mfj209m80,YES,2227166800
3465,osmo13v3d5lq5a7hvmg927xmd0zck9zpmzzg0qgkpme,YES,1001000
3466,osmo13ve4n5ak0xydf0943lhlw6f4t4n8ueshgme650,ABSTAIN,2009900000
3467,osmo13vm6efqska6pu4ptdqw9ywrjye0y3l7gcrj4jt,YES,3900000
3468,osmo13dtpsdznymvt6fh7vpdwzah5ecvzcu07plsaxy,YES,5832745
3469,osmo13dt8sfq3y8zm24y6397fggcsqcfpycc794wamk,VETO,15000000
3470,osmo13dngw467reg476snzezglcw5ccuxcs6rkx5zlc,YES,9706874979
3471,osmo13dl0ufwwzepvc5pzt97ep3v2kkvu6g879kdj8p,YES,517393881
3472,osmo13wty05763rtts3ca0waun5m2cshwu0qp5whys9,YES,1189800000
3473,osmo13wdpgv53qka4vkjnh5xrhygfxhe0jsxteg0zt2,YES,6367895
3474,osmo13wjfwle5uf86zlyg0wref2gfe54uung047nw5p,YES,14469670
3475,osmo13wcs4v4xhyszw7uxy3lmqnymv2q0tnea6nqa4k,YES,1056117
3476,osmo130zqqa796hen6g6nfds6gjr0kd0yw7yhl4wvsz,YES,121000000
3477,osmo1308ddnufq6t2kqhx7z97cj9458tzq984dcez09,YES,0
3478,osmo1302djxkzje9zkt0ry88hm0zq6ndswmuu87w5ve,YES,782508389
3479,osmo130wr52k94z5j5x580d67ea9jrhe2qxlfhnh2yz,NO,0
3480,osmo130084j0rvlxta0nqc38drgxvwy3xj529gn6v3m,YES,41022360
3481,osmo1303986x7yqr7fux0w364hs9z30zt8ydd0s0pc8,YES,16569683
3482,osmo1303dwzplrumr88g49kxwttq38q7hxdnfqkapxf,YES,20792568
